,Unnamed: 0,Ticker,Open Price,Date,Volume,Ticker2,Open Price2,Date2,Volume2
1644,2103,AZO,430.68,2013-10-28,90055188.0,AZO,540.2,2014-10-28,139644941.20000002
1645,2104,AZO,537.2,2014-10-27,135284150.4,AZO,769.0,2015-10-27,235996872.0
1646,2105,AZO,764.15,2015-10-26,171817599.2,AZO,749.26,2016-10-25,187481335.72
1647,2106,AZO,747.84,2016-10-24,134212601.28,AZO,587.97,2017-10-24,246469380.39
1648,2107,AZO,586.05,2017-10-25,155547632.85,AZO,728.75,2018-10-25,369734227.5
1649,2108,AZO,732.16,2018-10-24,244095554.56,AZO,1110.0,2019-10-24,273812580.0
1650,2110,AZPN,13.3,2011-08-23,14868070.0,AZPN,24.87,2012-08-22,34919967.0
1651,2111,AZPN,23.65,2012-08-21,17106045.0,AZPN,34.2,2013-08-21,19268280.0
1652,2112,AZPN,32.45,2013-08-15,30944320.000000004,AZPN,43.87,2014-08-15,36872735.0
1653,2113,AZPN,46.0,2014-08-13,37812000.0,AZPN,41.97,2015-08-13,43015346.79
1654,2114,AZPN,41.97,2015-08-13,43015346.79,AZPN,41.5,2016-08-12,67429656.5
1655,2115,AZPN,42.75,2016-08-11,26802625.5,AZPN,55.52,2017-08-11,84140560.0
1656,2116,AZPN,56.98,2017-08-10,54472993.95999999,AZPN,104.88,2018-08-10,72254873.52
1657,2117,AZPN,102.59,2018-08-08,46584682.74,AZPN,139.9,2019-08-08,186923188.0
1658,2120,AZZ,22.82,2011-03-30,858032.0,AZZ,25.74,2012-03-29,615186.0
1659,2121,AZZ,26.7,2012-05-10,731580.0,AZZ,42.55,2013-05-10,4097565.0
1660,2122,AZZ,43.06,2013-04-29,4039028.0,AZZ,44.09,2014-04-29,2923167.0
1661,2123,AZZ,43.64,2014-04-28,4857132.0,AZZ,48.35,2015-04-28,5780532.600000001
1662,2124,AZZ,46.78,2015-04-22,3895089.92,AZZ,55.98,2016-04-21,4686421.68
1663,2125,AZZ,55.98,2016-04-21,4686421.68,AZZ,54.55,2017-04-21,17048456.95
1664,2126,AZZ,47.2,2017-10-17,5078908.800000001,AZZ,46.84,2018-10-17,8345857.52
1665,2127,AZZ,41.7,2018-05-15,17868992.1,AZZ,46.37,2019-05-15,11205588.72
1666,2128,AZZ,46.3,2019-05-17,9604147.9,AZZ,29.67,2020-05-18,11103641.46
1667,2130,BA,42.8,2009-02-09,217779240.0,BA,58.62,2010-02-09,483667758.0
